分割日,証券コード,倍率
2015/03/02,7851,10
2015/03/02,9076,10
2015/02/24,3030,3
2015/02/24,3073,3
2015/02/24,3607,2
2015/02/24,7611,1.2
2015/02/24,7820,2
2015/02/24,8984,2
2015/02/24,9029,2
2015/02/02,1976,10
2015/02/02,6272,10
2015/02/02,7260,10
2015/02/02,8114,10
2015/01/27,2929,2
2015/01/27,3038,2
2015/01/27,3169,3
2015/01/27,3193,2
2015/01/27,3697,5
2015/01/27,3816,1.5
2015/01/05,1726,10
2015/01/05,1994,10
2015/01/05,4202,10
2015/01/05,4612,10
2015/01/05,6748,10
2015/01/05,6864,10
2015/01/05,7245,10
2015/01/05,7404,10
2015/01/05,9723,10
